edad,experiencia,kilometraje,antiguedad_auto,anio_fabricacion,siniestros_5y,prima_real
57,21,169807,26,1999,1,402.4303318848786
54,36,94702,7,2018,0,303.0927670067663
53,22,105509,0,2025,1,310.5449239781084
41,2,93608,0,2025,1,437.1176343945982
48,30,114310,3,2022,1,305.82167511458726
23,5,143181,6,2019,0,376.1771416445992
19,1,45802,8,2017,0,452.5106945993066
37,7,199092,15,2010,0,369.0323482067697
45,10,34622,4,2021,0,331.9772936145487
28,4,109935,1,2024,0,334.0707685491159
21,3,117919,27,1998,0,520.9601937118151
32,14,133669,22,2003,0,398.5050003988887
23,5,171669,10,2015,0,421.8389585229118
71,4,172026,17,2008,0,431.50436076889366
66,8,69519,24,2001,1,424.42547394680724
47,1,187187,24,2001,0,528.3608092554038
73,0,174223,18,2007,0,456.5768169108549
55,37,148112,12,2013,0,334.3086224318413
68,29,44772,23,2002,0,310.6554745306097
74,10,122431,10,2015,0,308.2635329508994
19,1,96090,19,2006,1,618.6523435339958
32,11,194904,18,2007,1,424.85866387784813
28,10,158988,16,2009,0,390.7187358917947
25,7,44871,4,2021,1,323.3095661569566
43,12,26372,12,2013,0,335.6267957463967
68,7,192779,29,1996,3,664.5509681658161
62,27,39080,26,1999,0,308.3410304109124
61,29,106242,19,2006,1,344.9027488688724
22,4,42722,0,2025,1,547.226568005865
23,5,29048,9,2016,0,358.3925396719111
43,25,85205,7,2018,1,327.25834074125464
71,20,140849,23,2002,0,309.7035607817627
21,3,54711,28,1997,0,540.890250431159
36,18,167403,7,2018,0,333.73918031843544
37,19,20968,18,2007,0,314.9430374797759
50,11,185041,5,2020,0,340.79168775430736
37,0,11292,11,2014,0,472.05532505891415
66,21,171866,27,1998,1,385.98377742498997
29,11,79459,6,2019,1,382.72885717792633
64,36,50192,15,2010,0,323.0380398187053
18,0,158775,8,2017,0,507.0989622915536
43,0,84193,20,2005,0,441.0077706966169
31,13,69165,24,2001,0,336.68996450988413
55,14,67650,21,2004,0,349.570054794818
54,16,187588,9,2016,3,530.9477704520458
28,10,129858,9,2016,1,334.3280523407138
53,35,101398,9,2016,0,283.7639249782002
30,12,97885,19,2006,0,334.12674536728224
60,15,153329,28,1997,0,434.4065522982163
20,2,100588,15,2010,2,709.2642125438795
50,16,103356,0,2025,1,320.39075771615313
23,5,83509,16,2009,1,551.1124869504374
67,25,51672,29,1996,1,350.2726181658068
73,12,194380,25,2000,1,419.0012413183824
27,9,22113,20,2005,1,425.62583874726437
22,4,694,28,1997,0,557.4748307985208
40,16,15588,13,2012,1,436.12043280174214
27,9,192828,18,2007,1,438.2475933174576
61,5,195157,20,2005,0,383.35676764108166
19,1,192214,20,2005,1,674.4788508090661
30,12,64373,16,2009,0,394.8256473481239
57,7,85603,13,2012,0,331.88081321436624
19,1,6704,7,2018,0,452.9699417287439
37,19,40136,20,2005,1,419.0774478522799
18,0,67507,20,2005,0,482.6934882890163
54,30,47361,8,2017,1,318.21248482409834
26,8,58847,7,2018,0,294.7019484340217
34,5,106359,12,2013,0,386.3051286845659
26,4,142513,16,2009,0,419.85420149276973
28,10,118906,18,2007,1,402.65032656026716
32,14,14677,27,1998,0,340.6464430999159
41,23,27818,6,2019,1,321.9912199829572
55,33,1868,16,2009,1,371.4325876527007
72,25,83591,0,2025,0,297.82289307574814
52,4,123962,4,2021,1,461.3611838896438
47,25,67264,24,2001,1,342.8789172319965
48,19,73168,5,2020,0,332.03879023602275
66,5,143115,25,2000,0,367.5404238345039
22,4,71939,1,2024,0,448.41824747295055
61,17,15732,26,1999,1,369.78107458871716
67,3,55244,24,2001,1,503.1792744698047
31,13,149598,15,2010,1,403.38172552419087
70,13,9340,21,2004,3,568.6464691528705
73,13,22394,4,2021,0,319.39810192511294
28,10,98557,4,2021,0,339.5722688417766
26,6,135174,11,2014,0,313.1643690827751
51,14,19159,2,2023,0,364.15101725935654
29,11,122366,29,1996,0,371.8586198070179
52,34,196164,15,2010,1,431.28752537696704
52,16,6212,5,2020,0,357.49226437195733
18,0,37405,14,2011,0,527.0351289592409
57,18,130632,14,2011,1,445.0094153303621
39,19,77061,28,1997,0,350.09314199502813
46,28,94296,15,2010,0,335.7245671702713
25,7,55186,19,2006,1,448.8482082140044
28,10,175311,12,2013,1,487.1678419235221
58,39,123145,11,2014,0,265.1404412829528
54,23,10532,9,2016,1,311.58547091837414
31,13,66540,13,2012,1,449.15406511253036
47,6,103021,1,2024,0,314.9440867992038
52,0,3271,28,1997,0,412.51712879377544
38,20,176554,2,2023,1,411.2295029565217
54,31,209,8,2017,1,290.8891568953714
22,4,136611,10,2015,0,473.5943555688239
36,12,19977,10,2015,0,311.1437716185305
31,5,109920,24,2001,0,347.55749928878544
43,13,128156,21,2004,0,339.6326447363922
21,3,99588,9,2016,0,456.9317415969595
42,14,68684,25,2000,2,474.7718057917709
62,3,123862,13,2012,0,404.2835327735682
59,39,5607,8,2017,0,323.66599482852206
42,15,94786,19,2006,1,366.4041706902707
35,17,126406,26,1999,0,298.0209361095951
57,15,183011,20,2005,0,402.9455445814112
25,3,149666,9,2016,0,323.40793181020956
56,25,189454,21,2004,0,281.4440874176352
57,27,7399,28,1997,0,340.92800963909724
31,13,126812,8,2017,0,337.8020818851053
49,1,156189,28,1997,0,416.1589266791758
68,30,98662,4,2021,0,216.14015330846323
55,2,33617,7,2018,0,323.43671300432453
50,7,138570,10,2015,0,279.002717646978
40,22,102826,0,2025,2,435.4173853912096
32,14,129851,20,2005,0,332.1075874113646
50,30,111077,9,2016,1,348.95573110840786
42,8,50624,0,2025,0,321.6530176758347
34,16,9628,25,2000,0,384.6726354631152
50,1,131401,29,1996,1,478.02057742409323
64,7,38619,21,2004,0,344.6941761645328
72,6,7032,6,2019,3,473.4240233767637
19,1,179166,27,1998,0,585.389869472065
31,13,38034,13,2012,1,450.4765184777426
70,34,102658,4,2021,0,335.3524862411362
57,29,121123,16,2009,0,298.7811407169998
57,9,86158,21,2004,2,487.2414202890397
68,37,55264,25,2000,1,398.60153985628654
56,17,94120,20,2005,1,432.3530552084573
68,4,47850,5,2020,0,411.4526458599757
23,5,4722,15,2010,0,428.01416913220925
23,5,17772,10,2015,0,363.0768627335903
20,2,86105,9,2016,0,491.28888233438397
24,6,172751,14,2011,0,483.4665127086045
68,4,199843,6,2019,1,491.40721632252627
25,7,4576,22,2003,0,342.81951740387143
59,5,157779,1,2024,0,357.8129243667341
69,3,99404,11,2014,0,388.0476923209764
32,14,172704,18,2007,0,365.7517825380569
64,22,41476,11,2014,1,293.1528848596017
46,5,161357,15,2010,1,436.57284958730827
50,31,24154,5,2020,0,297.9473886900986
69,17,151126,2,2023,0,331.3924900870437
47,14,17165,1,2024,1,332.28244826690195
56,38,14439,19,2006,0,353.3839412722966
44,26,118211,4,2021,1,328.15531749053207
53,8,44518,10,2015,0,350.81251872644265
46,28,26962,25,2000,1,398.30063367955836
55,9,185006,24,2001,0,385.1460626526846
74,19,37763,2,2023,2,475.0501486578357
50,5,116189,2,2023,0,288.76015312478245
54,2,110290,21,2004,2,546.7532884296871
44,10,195166,4,2021,0,377.9805261244202
72,16,110814,21,2004,0,363.1359091853979
50,31,19464,22,2003,4,600.714070534298
21,3,173108,10,2015,0,521.4409329525729
39,3,123980,2,2023,1,481.3042881293077
19,1,164342,12,2013,0,553.9043649487259
27,9,42299,20,2005,0,339.3409600844347
22,4,31541,7,2018,1,534.0248942981882
27,9,73545,19,2006,0,339.42946511614065
50,21,129188,9,2016,1,276.98860281581983
71,5,29765,1,2024,0,304.9031196664243
55,34,23769,3,2022,1,347.7322633161765
30,12,20156,17,2008,0,324.58445783149756
48,0,181553,18,2007,0,427.9899390766128
64,19,144507,3,2022,2,415.9215612582698
53,21,177408,19,2006,1,433.3963461772369
62,10,167207,25,2000,0,347.22928725232765
41,12,73631,8,2017,0,370.05833359730264
69,2,37909,15,2010,0,375.0256217473291
73,8,69487,25,2000,1,396.8787764182855
32,11,152540,5,2020,1,430.0224088820696
46,22,47655,24,2001,0,339.5259555781188
25,7,165413,3,2022,0,356.39962545899783
22,4,195254,8,2017,0,474.43693321681445
46,17,51786,26,1999,0,330.13018758243663
64,8,68304,12,2013,0,319.30741281115894
21,3,103606,8,2017,0,440.39420941096057
29,9,177586,5,2020,0,341.4823894484466
62,18,120938,20,2005,0,319.1618138882131
19,1,165051,18,2007,0,516.8043645827802
44,22,80981,13,2012,0,345.5765881304289
48,29,55107,20,2005,0,305.0950141847582
68,24,132232,14,2011,0,332.94260841729636
68,27,87897,2,2023,0,260.7256954755317
53,33,72577,4,2021,0,286.2838755165034
53,24,141918,20,2005,0,380.2856717659085
43,9,104180,17,2008,0,310.70140599796946
60,13,19924,13,2012,1,390.66230907501193
44,26,111193,15,2010,1,345.57784690143865
22,4,144954,13,2012,0,580.6253782535031
37,13,1095,8,2017,1,359.45772259932824
28,10,104205,14,2011,1,440.6243268182928
27,9,172055,6,2019,0,250.68523686109515
57,9,14123,13,2012,1,425.2337642159736
55,34,197687,5,2020,0,286.17569552465096
23,5,45278,20,2005,0,472.90829360678805
25,7,97911,14,2011,0,364.7628257347232
40,20,51999,19,2006,0,332.4086599045979
64,20,31153,7,2018,0,347.39457734498666
43,21,18344,1,2024,2,428.1488537373931
63,6,37656,7,2018,1,405.1706654802624
60,16,1212,0,2025,0,322.8747880064342
29,1,120385,25,2000,1,488.4815003208715
43,11,140073,16,2009,0,351.96228589507876
30,12,78784,18,2007,0,332.4985423131556
57,10,98723,4,2021,1,366.6391468192967
35,15,81144,29,1996,1,396.1611087523982
42,17,167499,21,2004,1,450.3096051459524
50,32,31368,19,2006,0,374.806462841159
64,25,61160,15,2010,0,319.82821337299936
57,15,156926,6,2019,1,383.1038179736372
60,5,10715,6,2019,0,266.99244831597105
29,11,58784,17,2008,1,411.0057986653821
61,12,129193,17,2008,0,367.36076924370803
53,3,99644,1,2024,0,364.1011596827179
65,38,26797,14,2011,0,308.881120198058
21,1,47573,13,2012,0,530.2669813764775
22,4,76120,17,2008,0,529.3286863788344
73,26,14780,28,1997,1,393.75850469929964
54,26,37905,8,2017,1,345.9577873615706
25,7,152645,13,2012,2,528.6428922804348
59,7,116049,4,2021,1,355.8421725239075
66,6,129651,10,2015,0,300.02461885029095
45,27,33359,7,2018,0,286.80811431355755
48,11,66062,4,2021,0,333.6346626955543
26,8,73391,28,1997,1,403.8937964188025
71,16,43463,10,2015,0,295.08816141546987
68,16,99596,4,2021,2,395.59635828813055
46,28,95018,16,2009,0,265.64236445990394
31,13,16571,21,2004,0,307.86499589563977
57,7,150214,3,2022,1,365.8884300896806
58,4,25104,14,2011,0,394.0269463257633
39,21,8625,18,2007,0,324.2964673114146
28,10,39199,21,2004,0,312.85983749525815
40,22,120725,1,2024,0,270.5304981012942
18,0,146998,23,2002,0,542.6352331315769
63,28,31218,16,2009,0,285.60429695587476
54,11,175544,11,2014,0,364.74360852657856
38,20,91916,24,2001,0,305.3982430227662
43,25,123182,23,2002,0,281.92442816171274
63,22,20566,16,2009,1,413.698101596048
53,15,187197,9,2016,0,345.1497589472888
71,13,33205,27,1998,0,409.48665267684015
40,9,109084,24,2001,0,322.8899494559175
74,6,29717,17,2008,0,390.25269385874725
18,0,181056,18,2007,0,547.3853102849454
71,28,107292,17,2008,0,295.46479400397516
72,2,156207,12,2013,1,628.1493279774487
68,14,159236,13,2012,0,354.4483132448196
57,35,38562,23,2002,0,358.10005143617974
32,14,20169,15,2010,1,413.04026710390804
38,12,190930,17,2008,1,423.091822420046
64,20,21604,25,2000,3,509.0790188516449
26,8,89670,17,2008,0,348.1555097869177
70,26,114605,15,2010,0,276.79468963849655
26,8,88738,16,2009,1,405.13365596222957
27,9,131756,6,2019,0,242.8642644129406
69,24,128140,11,2014,0,321.13236785132585
74,5,102537,1,2024,0,253.72664749452818
70,35,111301,9,2016,0,268.19743297860657
43,1,8007,4,2021,0,318.48619407332717
58,21,114915,20,2005,0,347.2763714467261
52,31,117419,2,2023,0,206.702764911916
69,15,41787,18,2007,3,543.5116507390692
42,17,49582,12,2013,1,430.78224702616245
43,4,83629,11,2014,0,424.7665684551325
28,10,5782,2,2023,0,262.5950843957015
55,29,66770,5,2020,0,217.8076400255796
19,1,57645,13,2012,0,540.9417450354704
24,6,103509,3,2022,1,446.28983561945745
35,17,163068,12,2013,0,347.34845761955336
44,12,29204,18,2007,0,369.5339174560716
51,28,17152,17,2008,0,293.6189350270049
44,26,186258,28,1997,0,321.82855026394634
34,16,90555,2,2023,0,273.9996413594015
60,35,19689,19,2006,1,349.8162804004901
61,8,181762,5,2020,0,306.13501786199566
68,38,83251,15,2010,2,444.54921526864
71,18,188392,19,2006,1,501.9190871476637
41,23,195298,23,2002,0,299.64811659710415
42,5,187163,2,2023,2,451.7698000861723
24,6,106565,11,2014,0,426.32840301731784
69,19,153014,18,2007,1,469.33688182995286
23,5,38712,18,2007,0,460.89969346819083
70,31,196349,23,2002,0,336.7691370208606
41,3,49632,3,2022,0,340.88738400183934
50,17,169103,0,2025,1,413.34211793424026
66,4,20478,1,2024,0,310.7970713427509
46,19,22551,12,2013,0,280.68014212076093
60,22,48068,29,1996,0,388.21123425586296
39,10,93608,25,2000,0,320.76365500155
43,25,35561,28,1997,0,298.08824032231126
45,21,133964,12,2013,0,326.8144754265517
67,3,24395,29,1996,1,507.2098277737682
38,20,18756,1,2024,0,326.5571491722057
66,33,165723,29,1996,0,369.67889241541445
24,6,66333,18,2007,1,474.22636626318
34,8,180378,21,2004,1,493.47842033595384
37,19,152418,23,2002,2,546.6212961287691
58,6,113561,15,2010,2,494.3404694328066
66,3,28024,11,2014,0,426.67554433024804
37,18,171890,0,2025,0,263.0313193176445
71,29,5947,8,2017,1,317.7023103081468
39,21,127192,16,2009,0,281.5027380865571
45,27,94238,9,2016,0,236.68159420003974
57,20,67428,17,2008,1,399.36367197952865
66,30,160826,18,2007,0,366.3135645234348
24,6,63355,6,2019,1,458.61579833618384
18,0,189313,24,2001,0,582.3742399326484
49,31,129958,18,2007,0,297.11001608543705
30,1,144490,23,2002,0,425.2889333757319
47,9,186256,14,2011,0,373.52851153977707
40,1,135905,8,2017,0,388.47370767138557
68,1,172905,9,2016,0,416.86978632897336
73,23,131637,22,2003,0,315.2945286818145
36,16,171252,19,2006,0,355.46120248099135
49,31,18402,19,2006,0,318.6896971347135
47,15,173917,3,2022,1,403.273581101741
46,15,75851,5,2020,2,423.58001961216337
66,38,12834,3,2022,1,309.72410810590645
62,30,67850,4,2021,1,304.3637405676575
46,23,37180,8,2017,1,333.6711119918275
47,0,134955,11,2014,0,388.2691599620225
33,10,109688,22,2003,1,406.44689174205365
57,20,106520,7,2018,1,377.60603807575006
36,3,11695,20,2005,0,427.24464117781054
35,6,127135,4,2021,2,385.2819806887723
18,0,154195,28,1997,0,578.2057411603073
31,11,58481,10,2015,1,420.95644206090503
68,30,73438,22,2003,0,330.76786548192956
64,16,111491,10,2015,1,351.7623526334688
67,32,148645,12,2013,0,349.7248392369522
19,1,121844,13,2012,0,583.4756411366726
71,27,94910,27,1998,0,336.4006954381412
45,27,56494,7,2018,1,272.05329030098824
66,0,143360,24,2001,0,432.5043923621578
67,27,46978,29,1996,0,350.9636286852049
47,6,117845,17,2008,0,283.08184711190665
55,1,130621,18,2007,0,442.1134652395277
68,23,54672,11,2014,0,304.406347911825
21,3,61821,11,2014,2,763.9631538557154
18,0,83661,17,2008,0,515.3653190461281
25,7,69224,9,2016,1,370.2967715615101
46,10,89405,6,2019,1,370.7997791826203
72,39,54796,27,1998,0,331.9233206401777
56,10,175778,17,2008,0,392.91312137173014
20,2,128554,11,2014,0,490.52708602166405
49,11,123777,13,2012,0,337.10626419118694
27,2,4023,14,2011,0,413.8025864006094
27,9,167807,15,2010,0,416.41073167885514
36,1,72959,1,2024,1,446.52976313108115
63,15,39218,29,1996,1,394.2722915313059
51,1,143285,29,1996,1,469.2091404371606
50,29,28460,17,2008,1,392.24241657484396
40,19,124579,11,2014,1,399.75528647368577
72,37,64680,15,2010,0,333.0958258217032
45,27,31017,12,2013,0,308.8264131927893
49,24,92038,19,2006,0,354.3031771874341
67,31,162062,16,2009,0,319.43952372644213
24,6,19515,17,2008,1,560.6628933727008
46,28,161063,2,2023,0,326.5042932168769
25,7,138706,22,2003,0,331.78810070664
18,0,160449,9,2016,0,468.650016026588
74,36,33001,0,2025,0,327.8306416947245
72,15,1391,5,2020,1,332.9211412378134
20,2,196278,2,2023,0,504.1914840222738
41,19,109388,18,2007,0,355.3607058220352
40,22,42215,3,2022,0,270.30013337243633
25,7,79720,28,1997,1,437.44030318108344
71,33,27114,19,2006,0,282.5828787673001
74,31,142954,22,2003,0,368.4919567713237
64,25,113142,2,2023,0,245.2644433959878
54,24,148345,7,2018,0,265.681998479518
20,1,106206,7,2018,0,406.854692898131
68,11,45647,26,1999,1,445.3833931754272
50,32,195964,28,1997,0,398.1933263643756
45,8,42679,6,2019,0,360.2442580841231
64,11,427,1,2024,0,334.04163106457594
25,7,129669,20,2005,0,333.8657376913538
51,8,66267,5,2020,2,420.0515830517009
52,9,799,27,1998,0,335.31286662100075
49,31,55659,15,2010,0,274.1054793809928
41,23,7025,9,2016,0,261.13557796420173
31,13,14481,3,2022,1,387.2628444034329
49,31,25411,12,2013,1,346.5904793823748
73,1,105928,9,2016,0,291.57039206991715
63,0,123014,20,2005,0,376.4099004195385
60,35,146033,13,2012,1,397.14653749636943
33,15,152839,8,2017,0,278.45388313361633
21,3,51690,10,2015,0,435.8402348213
69,1,52870,22,2003,0,402.4913420398945
54,30,167207,17,2008,0,349.29002993008487
71,13,195586,10,2015,1,403.0381452318774
38,1,86928,16,2009,0,426.00655172516014
31,13,70765,1,2024,1,355.5396273338571
48,14,23772,2,2023,1,331.66411626902095
72,11,130417,10,2015,0,327.04206270484156
65,36,18799,17,2008,2,381.7882837053902
35,17,112051,26,1999,1,437.4377157298877
24,6,129941,2,2023,0,409.32278083623885
27,9,23555,25,2000,0,415.1023936207499
24,6,92152,14,2011,0,408.6242364361456
50,20,127219,10,2015,1,343.19426457977085
40,9,150405,10,2015,2,463.5998389754831
38,13,135333,27,1998,2,482.3620784396355
36,18,119833,29,1996,2,508.03869546743476
65,17,69002,27,1998,1,429.6739235217029
36,18,46553,24,2001,1,403.4435347757865
53,13,3088,19,2006,0,342.0574376281119
46,28,45783,27,1998,1,400.599623539557
35,11,1115,24,2001,0,307.01412270109
19,1,199198,10,2015,0,487.98903559421467
18,0,72908,18,2007,0,534.1416990795276
64,35,69109,27,1998,0,278.4999378667572
22,4,2978,0,2025,0,343.77116560960314
37,19,108943,26,1999,0,388.39729360505356
28,10,9422,4,2021,0,299.3858039409213
59,15,174698,9,2016,0,292.2729921041905
19,1,89233,9,2016,0,477.61257909940576
20,2,56174,13,2012,0,511.2507552909089
40,22,37743,1,2024,0,238.95555334276227
72,32,188271,3,2022,0,308.09186223101824
29,11,130288,1,2024,1,361.5465954663355
37,19,129000,17,2008,0,326.604335568378
22,4,122778,12,2013,1,597.9116171091814
54,36,29430,18,2007,2,403.9158126722592
55,2,28834,4,2021,0,382.0665640644067
47,22,24435,19,2006,0,273.0493056686493
26,8,87212,1,2024,0,276.07480258562975
51,15,55797,10,2015,0,303.0346288409869
70,4,174626,29,1996,0,499.1664986194876
61,3,54555,29,1996,1,500.78699959576255
52,20,85350,25,2000,0,362.64519740835846
69,39,14716,17,2008,1,375.6662699922392
39,13,60261,29,1996,0,372.1931060379615
61,38,158600,5,2020,0,355.12688161172713
41,23,1995,22,2003,0,297.36823273839457
34,13,22414,27,1998,1,414.42122454023524
27,5,144916,9,2016,0,305.2058407840349
47,11,167731,21,2004,0,395.3943019705092
73,15,15522,22,2003,0,348.97244929660906
63,16,129632,16,2009,0,328.6877666890223
40,22,74034,21,2004,2,434.48712421282227
49,13,42322,10,2015,0,372.9501702759427
34,6,67638,18,2007,1,423.41651316371923
67,31,101334,16,2009,0,253.1768869298358
68,14,139596,23,2002,0,333.15318061818715
34,16,30846,3,2022,0,300.40185389162014
31,13,73643,25,2000,0,340.78276676310463
26,4,191168,23,2002,2,635.5068489352551
57,26,114930,25,2000,0,319.08801045536825
19,1,178775,13,2012,1,698.3583470842926
62,39,24399,26,1999,1,380.3650921820527
42,13,123182,19,2006,0,373.518736355105
56,14,48591,3,2022,0,255.13951121408834
26,8,151786,27,1998,1,447.8202835287074
71,30,35877,13,2012,0,323.52801807431257
39,21,84106,25,2000,0,318.1848905895847
60,16,78018,3,2022,4,520.4310178651631
63,27,99854,5,2020,0,254.04315771410143
21,3,190208,29,1996,0,543.9983319601023
43,22,164486,8,2017,0,326.29999485679855
46,28,120832,20,2005,2,379.1369023642643
62,39,86576,11,2014,1,334.1539965757944
51,12,176540,28,1997,0,392.05926952290923
40,19,92508,25,2000,0,361.29525569298147
54,34,46835,29,1996,0,262.9673661546868
28,4,194405,7,2018,0,414.79319251361824
23,5,42464,23,2002,0,436.6651390166725
35,17,112454,3,2022,0,315.46988414812665
38,5,153995,26,1999,0,381.6735938943282
59,24,116062,25,2000,1,385.36414174740275
53,30,192927,24,2001,0,355.35084255349767
58,21,67445,24,2001,1,386.7573124552242
55,1,110454,4,2021,0,367.3219713147941
51,4,121906,5,2020,1,429.4331447479842
34,16,98384,4,2021,1,357.61074065382644
54,24,198691,18,2007,0,348.4549861073818
42,7,177218,26,1999,0,404.26242354746216
55,0,60032,7,2018,0,418.9422300494782
29,11,113521,8,2017,1,375.85404914908634
40,22,116378,14,2011,2,446.02222751669814
70,31,17140,3,2022,1,360.46289441058167
59,10,2670,24,2001,1,425.8937913912282
39,21,36519,8,2017,0,238.19070648595317
38,20,44512,6,2019,0,278.0000791971635
44,10,188883,7,2018,1,450.86759025619574
74,28,103565,14,2011,0,289.09699796665416
48,25,145763,18,2007,1,389.7044197394088
23,5,105156,14,2011,0,401.5888165327784
44,26,165334,4,2021,0,335.52881229180883
57,19,185964,18,2007,1,441.59490094371233
51,2,25595,6,2019,1,434.4833860998486
29,0,188279,5,2020,0,389.1527715684429
62,0,164512,26,1999,0,470.5459989688584
74,16,8630,18,2007,1,419.14635151689964
70,1,162322,24,2001,1,573.7789241223388
24,6,107461,27,1998,0,450.90800666558596
27,9,74191,16,2009,1,422.4549450469952
62,5,195863,9,2016,3,547.5416013656052
34,7,100591,18,2007,1,435.0110840894305
43,25,63753,10,2015,1,312.07622490646094
38,20,60520,14,2011,2,468.7887258559616
45,2,4008,9,2016,1,478.5628502301616
63,34,175536,10,2015,1,377.5884942943124
19,1,107408,22,2003,0,529.6319856278449
71,26,496,2,2023,0,245.94962889996648
60,11,99767,29,1996,1,360.35257542347347
18,0,23212,2,2023,0,441.2199416276757
68,19,20637,17,2008,2,469.4202265020651
70,8,45227,24,2001,2,473.69023628014116
53,35,119753,10,2015,0,295.5856931820529
68,3,120118,19,2006,0,459.82227626293053
43,18,9884,25,2000,1,447.2839854586394
46,28,116481,28,1997,0,292.32849250054215
38,20,68259,21,2004,1,430.1452183958253
28,10,49810,17,2008,1,399.38038391673626
57,12,129926,24,2001,0,289.76664802739805
28,10,4761,14,2011,1,411.70621347481574
53,27,16375,6,2019,0,307.8217604716592
66,21,156290,9,2016,1,346.359150944752
56,18,161637,20,2005,1,480.396735844349
57,7,102654,22,2003,0,325.03183266272634
52,7,32975,29,1996,1,434.6549539673737
71,25,158145,19,2006,1,402.55201476740814
51,25,132955,28,1997,1,418.3010565938938
72,22,199494,9,2016,0,287.60032223987605
64,12,180701,12,2013,0,363.2284120895312
41,23,195242,14,2011,0,385.69462995520644
71,8,74489,22,2003,1,396.69485268991474
39,19,8381,17,2008,0,351.3849782137604
22,4,154310,22,2003,0,552.1610158937253
73,38,144867,3,2022,1,351.72290140326857
50,11,62999,19,2006,0,383.90639014082984
53,14,49907,16,2009,0,324.7641576625436
64,30,140710,27,1998,0,326.89016566667345
37,13,70467,2,2023,1,379.17470871117723
36,10,42623,20,2005,0,348.7860151673189
52,25,169564,20,2005,1,455.62773458367053
69,26,157483,1,2024,0,342.540788747114
60,10,110724,3,2022,1,334.4206527109304
34,16,151606,0,2025,1,432.259743251293
62,33,160253,14,2011,0,356.748469797693
60,18,103069,24,2001,1,421.3202288894856
51,5,19996,0,2025,0,293.03424015305006
26,8,105682,5,2020,0,255.53124530027787
43,25,83609,6,2019,1,332.4906485834516
19,0,160477,18,2007,0,578.4860276243173
70,34,101490,11,2014,0,370.3420185812467
26,8,71325,0,2025,0,279.7764306296014
26,7,28930,6,2019,0,251.78186388582833
57,6,114426,18,2007,1,378.6248034379107
34,10,17529,12,2013,0,392.73669599304725
18,0,53546,25,2000,0,504.066311449095
42,3,7942,11,2014,1,537.7147552080112
60,24,7548,11,2014,1,372.7876962291221
57,11,115248,21,2004,0,315.7594104384727
59,25,149368,12,2013,1,432.63953870598476
42,24,182088,27,1998,0,381.0833009317777
56,11,97780,13,2012,2,477.6144964130538
52,34,296,21,2004,0,340.40393298382764
20,2,67945,29,1996,0,521.1918709957886
67,15,59980,11,2014,0,358.1276284375898
54,12,56782,19,2006,1,466.8696495648543
61,24,165301,11,2014,1,364.27097440447125
61,3,96382,26,1999,2,568.8408332763561
68,10,53444,5,2020,0,300.8763304713222
47,29,35036,26,1999,1,382.63479625036024
55,6,39322,9,2016,1,322.5394082952851
51,10,158239,19,2006,0,407.0078836161552
29,11,51667,28,1997,1,379.38101427330395
36,18,94527,23,2002,1,376.50588278174575
54,22,83337,8,2017,1,316.47644801890635
61,27,51468,1,2024,0,326.86507258177505
66,25,72894,6,2019,0,346.2492317952046
34,16,184156,8,2017,1,410.65566538284804
27,9,63138,24,2001,1,406.8540587919717
74,18,22588,11,2014,1,418.68938093447804
72,32,62901,4,2021,0,280.0472980937982
66,35,148743,0,2025,0,313.9919617380303
64,13,83038,21,2004,0,308.4555476379218
29,11,162717,14,2011,0,415.33394415983
33,15,138709,7,2018,0,257.19787307866784
41,23,131732,0,2025,1,309.5731287355913
36,18,107211,17,2008,2,482.92287408943866
25,7,6922,12,2013,1,426.33437092588804
48,2,93697,28,1997,1,496.6918644565964
38,15,175793,0,2025,1,401.2519514038017
34,16,188328,4,2021,0,331.21319518533
40,22,117217,17,2008,1,326.97757425573326
54,14,69506,15,2010,0,362.25405310953386
71,24,124338,25,2000,1,396.9391651709327
33,15,27843,9,2016,1,400.2795973503444
23,5,140118,29,1996,1,572.9120165366523
25,7,195057,3,2022,0,342.3250142334295
42,24,103064,0,2025,0,312.34535365619286
35,6,126417,22,2003,0,345.5429989297168
42,21,116585,7,2018,0,226.4874527630369
29,11,30346,4,2021,0,328.8325790472592
32,14,123152,1,2024,0,322.18570452164715
43,9,111769,23,2002,0,345.01880495509255
58,9,102391,16,2009,0,343.13154528283053
62,6,184598,6,2019,0,344.3399816234081
43,25,73143,16,2009,0,300.37300234091407
64,26,36787,27,1998,1,385.8677201908362
49,31,33583,5,2020,0,242.33415110657168
27,0,143635,28,1997,0,389.7052212895841
33,15,177132,21,2004,1,415.78232101470536
24,3,121943,14,2011,1,688.3217553581025
34,16,164762,4,2021,0,332.1924639278235
40,3,111233,14,2011,1,533.0477019795966
43,25,14925,17,2008,0,277.5965151175657
38,3,83184,17,2008,1,491.3494056532358
39,0,151180,24,2001,0,471.94495589987275
24,6,76515,20,2005,2,647.8878637561743
31,13,199330,20,2005,1,437.3251839326089
32,8,136427,22,2003,0,332.9241900417989
70,34,46069,5,2020,0,246.24141719960605
24,6,100854,1,2024,0,371.38160491089343
26,8,54471,26,1999,1,383.4045453754943
68,18,32705,16,2009,1,370.89773285225067
65,35,174981,20,2005,0,349.3103725644971
25,7,128501,3,2022,0,320.1178987833321
67,31,116361,11,2014,1,338.4287133426573
40,13,184811,18,2007,1,435.16523311624906
46,17,87273,1,2024,1,357.00157794376736
